OBJECTID,FEATURETYPE,NAME,CLASS,OPERATOR,OWNER,SITEADDRESS,SITESUBURB,POSTCODE,STATE,STATUS,GENERATIONTYPE,PRIMARYFUELTYPE,PRIMARYSUBFUELTYPE,GENERATIONMW,GENERATORNUMBER,FEATURERELIABILITY,FEATURESOURCE,ATTRIBUTERELIABILITY,ATTRIBUTESOURCE,PLANIMETRICACCURACY,SPATIALACCURACY,METADATACOMMENT,METADATALINK1,RESTRICTIONS,REVISED,ENO,TEXTNOTE
434,Power Station,Tulla Calder Interchange Solar Array,Renewable,Tullamarine Calder Alliance,Tullamarine Calder Alliance,Tullamarine Calder Interchange,Niddrie,,VICTORIA,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.24,210,1/1/09,melbourne_2009jan03_air_vis_35cm_mga55,21/8/12,Clean Energy Council Website,1,5,Solar panels mounted on top of sound barrier wall.  500m in length.,,,5/11/12,,
435,Power Station,Bridgewater Solar Power Station,Renewable,Silex Systems,Silex Systems,,Bridgewater,,VICTORIA,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.14,,1/1/07,woodvale_2007jun08_air_vis_15cm_mga55,21/8/12,Clean Energy Council Website,1,5,,,,5/11/12,,
436,Power Station,Monash University Clayton Campus Solar Array,Renewable,Monash University,Monash University,,,,VICTORIA,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.18,420,1/1/09,melbourne_2009jan03_air_vis_35cm_mga55,21/8/12,Clean Energy Council Website,1,3,Panels are on the Campus Centre building,,,5/11/12,,
437,Power Station,Queen Victoria Market Solar Array,Renewable,Queen Victoria Market,Melbourne City Council,Victoria Street,West Melbourne,,VICTORIA,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.25,1328,1/1/09,melbourne_2009jan03_air_vis_35cm_mga55,5/11/12,Queen Victoria Market Website,1,5,,,,5/11/12,,
438,Power Station,Bendigo Solar Park,Renewable,Central Victoria Solar City Consortium,Central Victoria Solar City Consortium,,Bendigo,,VICTORIA,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.3,,1/1/08,bendigo_2008jan06_air_vis_15cm_mga55,21/8/12,Clean Energy Council Website,1,5,,,,5/11/12,,
439,Power Station,Adelaide Showgrounds Power Station,Renewable,Adelaide Showgrounds,Adelaide Showgrounds,Goodwood Road,Goodwood,,SOUTH AUSTRALIA,Operational,Solar Photovoltaic,Solar,Photovoltaic,1,,1/1/11,2011_Adelaide_MtLofty_Ranges_50cm_EdMask_MGA54,21/8/12,Clean Energy Council Website,2,5,12612 Panels on several of the showground building roofs,,,5/11/12,,
440,Power Station,Adelaide Airport Power Station,Renewable,Adelaide Airport Ltd,Adelaide Airport Ltd,,,,SOUTH AUSTRALIA,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.11,,1/1/11,2011_Adelaide_MtLofty_Ranges_50cm_EdMask_MGA54,21/8/12,Clean Energy Council Website,2,3,"Panels on the roof of Terminal 1. Can't see them on imagery, too old",,,5/11/12,,
441,Power Station,Townsville RSL Stadium Solar Array,Renewable,Townsville RSL Stadium,Townsville RSL Stadium,40-48 Murray Lyons Crescent,Annandale,4811,QUEENSLAND,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.34,1800,1/1/04,Townsville_8259_60cm_2004,21/8/12,Clean Energy Council Website,3,5,,,,7/11/12,,
442,Power Station,Fraser Coast Community Solar Farm,Renewable,Wide Bay Water Corporation,Wide Bay Water Corporation,Hebblewhite Farm,Nikenbah,,QUEENSLAND,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.4,1584,1/1/04,Pialba_9447_60cm_2004,21/8/12,Clean Energy Council Website,3,1,"Located on Hebblewhite Farm near Nikenbah.  Could not see on imagery, point placed near Nikenbah",,,7/11/12,,
443,Power Station,Metricon (Gold Coast) Stadium Solar Array,Renewable,Metricon Stadium,Metricon Stadium,Nerang-Broadbeach Road,Carrara,4211,QUEENSLAND,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.22,574,1/1/07,Murwillumbah_9541_60cm_2007,7/11/12,Metricon Stadium Website,3,5,Panels form a halo on roof of stadium; stadium also called Carrara Stadium,,,7/11/12,,
445,Power Station,Carnarvon Solar Farm,Renewable,EMC Solar,EMC Solar,,Carnarvon,,WESTERN AUSTRALIA,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.29,,1/1/07,SHARK_BAY_MARINE_PARK_WATERS_OCT_2007_MOSAIC.ECW,21/8/12,Clean Energy Council Website,5,4,,,,5/11/12,,
446,Power Station,CSIRO Energy Centre,Renewable,CSIRO,CSIRO,Steel River Estate 10 Murray Dwyer Circuit,Mayfield West,2304,NEW SOUTH WALES,Operational,Solar Thermal,Solar,Thermal,1.5,,1/1/98,newcastle.ecw,15/5/12,CSIRO Website,5,5,"This is a research/demonstration centre for Renewable energy technology.  Site has two concentrating solar thermal tower arrays  (1MW and 500kw), 115 kilowatt photovoltaic system, a 120 kilowatt gas fired microturbine cogeneration system, a 6 kilowatt integrated wind turbine system (2 turbines)",,,5/11/12,,
448,Power Station,Newington Solar Suburb,Renewable,Pacific Power,Pacific Power,,Newington,,NEW SOUTH WALES,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.67,,1/1/98,sydney.ecw,21/8/12,Clean Energy Council Website,5,5,"Suburb powered by solar, panels on all house roofs",,,5/11/12,,
449,Power Station,Singleton Solar Farm,Renewable,Ausgrid,Ausgrid,,Singleton,,NEW SOUTH WALES,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.39,3500,1/1/06,Singleton.ecw,21/8/12,Clean Energy Council Website,5,4,,,,5/11/12,,
450,Power Station,Kogarah Town Square Solar Array,Renewable,Kogarah Council,Kogarah Council,O'Keefes Lane,Kogarah,,NEW SOUTH WALES,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.16,,1/1/07,sydney_apec2.ecw,21/8/12,Clean Energy Council Website,5,5,Panels bonded to the roofs of the town square buildings,,,5/11/12,,
451,Power Station,Stadium Australia Power Station,Renewable,Stadium Australia,,,Homebush,,NEW SOUTH WALES,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.14,,1/1/98,sydney.ecw,21/8/12,Clean Energy Council Website,5,4,"I think these are the panels powering the light towers, stadium also called ANZ Stadium",,,5/11/12,,
461,Power Station,Mt Gambier,Renewable,Carter Holt Harvey Wood Products Australia Pty Limited,Carter Holt Harvey Wood Products Australia Pty Limited,170 Jubilee Highway East,Mount Gambier,5290,SOUTH AUSTRALIA,Operational,Cogeneration,Biomass,Wood Waste,10,,1/2/08,SouthEast_RGB_Feb08_90cm_GDA94_MGA54,27/9/05,Office of the Renewable Energy Regulator,4,4,Point placed on feature that looks like power station within the Carter Holt Harvey site,,,14/1/13,,
462,Power Station,Narrogin Bioenergy Plant,Renewable,,"Verve Energy, Western Power, Oil Mallee Co, Enecon P/L",Booth Street,Narrogin,,WESTERN AUSTRALIA,Operational,Cogeneration,Biomass,Wood Waste,1,,1/5/10,Narrogin_2332_May_2010_Mosaic.ecw,27/6/03,Western Power Media Release,,5,Demonstation power station,,,14/1/13,,
463,Power Station,Visy Paper Gibson Island,Renewable,Visy Pulp & Paper,Visy Pulp & Paper,168 Paringa Road ,Gibson Island,4172,QUEENSLAND,Operational,,Biomass,Black Liquor,2,,1/1/09,Brisbane_Mosaic_15cm_MGA56_2009.ecw,21/8/12,Cleane Energy Council Website,1,5,,,,,,
464,Power Station,Mica Creek Power Station,Non-Renewable,Stanwell Corporation,Stanwell Corporation,,Mica Creek,,QUEENSLAND,Operational,Combined Cycle Gas Turbine,Natural Gas,,325,10,1/1/10,ALPSM2P5_ZONE54_2010,1/1/12,Stanwell Website,9,5,,,,25/3/13,,
465,Power Station,Wilpena Solar Farm,Renewable,AGL,AGL,,Wilpena Pound,,SOUTH AUSTRALIA,Operational,Solar Photovoltaic,Solar,Photovoltaic,145,1260,1/1/11,,1/1/12,Horizon Power Website,2,4,Solar farm is backed up by diesel generator,,,23/4/14,,
466,Power Station,Mildura Solar Farm,Renewable,Silex Systems ,Silex Systems ,Carwarp South West Road,Carwarp,,VICTORIA,Operational,Solar Photovoltaic,Solar,Concentrated Photovoltaic (CPV),1.5,40,1/1/11,,1/4/13,Silex Systems Website,2,4,,,,23/4/14,,
467,Power Station,King Island Power Station (Currie),Renewable,Hydro Tasmania,Hydro Tasmania,Grassy Road,Currie,,Tasmania,Operating,,Distillate,Wind/Solar,8.55,9,1/1/09,Tasmania Aerial Photography,1/1/14,Hydro Tasmania Web Site,,5,Combined Distillate/Wind/solar power station,,,,,
468,Power Station,Merredin Power Station,Non-Renewable,,,Robartson Road,Merredin,,Western Australia,Operational,Open Cycle Gas Turbine,Gas,Oil,82,2,1/6/10,Bruce_Rock_2534_Jun_Aug_2010_Mosaic.ecw,1/1/12,Forge Group Power Website,5,5,,,,,,
469,,West Angeles Mine Power Station,,Rio Tinto,Rio Tinto,,West Angeles MIne,,Western Australia,Operational,Open Cycle,Gas,,86,2,16/9/13,Governor_2651_Sep_2007_Mosaic.ecw,,,,5,,,,,,
470,Power Station,Cannington Mine Power Station,Non-Renewable,BHP Billiton,BHP Billiton,,Cannington Mine,,Queensland,Operational,Reciprocating Engines,Natural Gas,Distillate,40,22,,ESRI Base Map Image,,,,4,,,,,,
471,Power Station,Hallett 1 Brown Hill  Wind Farm,Renewable,AGL Hydro Partnership,AGL Energy Pty Ltd,,Hallett Brown Hill,5419,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,94.5,45,1/1/08,YorkePen2008_90cm_RGB_GDA94_MGA53,31/7/12,AEMO Generator List,,3, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\hallett1_wind_farm.jpg,,13/9/12,,
472,Power Station,Hallett 5 The Bluff  Wind Farm,Renewable,AGL Hydro Partnership,AGL Energy Pty Ltd,,Hallett Brown Hill,5419,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,94.5,45,1/1/08,YorkePen2008_90cm_RGB_GDA94_MGA53,31/7/12,AEMO Generator List,,3, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\hallett1_wind_farm.jpg,,13/9/12,,
473,Power Station,Hallett 2 Hallet Hill  Wind Farm,Renewable,AGL Hydro Partnership,ANZ Energy Infrastructure Trust,,Hallett Hill,5417,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,71.4,34,1/1/08,YorkePen2008_90cm_RGB_GDA94_MGA53,31/7/12,AEMO Generator List,,3, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\hallett2_wind_farm.jpg,,13/9/12,259914,
474,Power Station,Snowtown Wind Farm Stage 2,Renewable,TrustPower Ltd,TrustPower Ltd,Port Wakefield Road,Snowtown,5520,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,98.7,47,1/1/99,CFS_Midnorth_MGA53,31/7/12,AEMO Generator List,25,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\snowtown_wind_farm.bmp,,13/9/12,259730,
475,Power Station,Cape Preston,,Citic Pacific Mining,Citic Pacific Mining,,Cape Preston,,Western Australia,Operating,Combined Cycle,Natural Gas,,450,16,1/4/11,Citic Pacific Mining Website,1/4/11,Citic Pacific Mining Website,5,5,,,,,,
476,Power Station,Solomon Iron Ore Mine,,Transalta,,,,,Western Austrlaia,Operational,Gas Turbine,Natural GAs,,125,,25/6/14,Fortesque Mine Website,25/6/14,Fortesque Mine Website,,1,Position estimated from documentation,,,,,
477,Power Station,Diamantina Power Station,,,APA Group and AGL Energy Ltd,Diamantine Development Road,Mt Isa,,Queensland,Under Construction,Combined Cycle Gas Turbine,Natural Gas,,242,6,26/6/14,APA Group ,26/6/14,APA Group,10,5,Facility under construction 1st power bank expected hand over mid 2014,,,,,
478,Power Station,Leichhardt Power Station,,,APA Group and AGL Energy Ltd,Diamantine Development Road,Mt Isa,,Queensland,Under Construction,Combined Cycle Gas Turbine,Natural Gas,,60,1,26/6/14,APA Group ,26/6/14,APA Group,10,5,Facility under construction 1st power bank expected hand over mid 2014,,,,,
479,Power Station,Bulwer Island Power Station,,Origin Energy,ATCO and Origin Energy,BHP Refinery Bulwer Island,Brisbane,,Queensland,Operational,Cogeneration,Natural Gas,,33,3,1/1/09,Brisbane_Mosaic_15cm_MGA56_2009,28/5/12,Global Energy Observatory,5,5,,,,,,
481,Power Station,Cape Lambert Power Station,Non-Renewable,,Rio Tinto Australia Pty Ltd,,Point Samson,6720,WESTERN AUSTRALIA,Operational,,Natural Gas,Distillate,120,3,1/1/11,CAPE_LAMBERT_2005_MOSAIC.ECW,1/11/11,Rio Tinto Site Report,2,5, ,,,27/6/14,259141,
482,Power Station,Ernabella Power Station,Non-Renewable,SA Power Networks,Ananga Pitjantjatjara Council,,Ernabella,872,SOUTH AUSTRALIA,Operational,<Null>,Distillate,<Null>,0.01,4,1/1/09,ALPSM2P5_ZONE52_2010,9/1/14,Clean Energy Council Website,9,5,"Research suggests that Ernabella generates its power from diesel, not solar array. It seems to have partly drawn power previously from Umuwa solar farm, but this was shut down in 2008. Some information and power station site are from the Pukatja (Ernabella) Community Structure Plan No.1, APY Lands, February 2008. Other source was SA Dept of Premier and Cabinet (2010-11 annual return to Essential Services Commission)  ",,,5/11/12,,<Null>
483,Power Station,Umuwa Solar Power Station,Renewable,Silex Systems,Silex Systems,,Umuwa,872,SOUTH AUSTRALIA,Non-Operational,Solar Photovoltaic,Solar,Photovoltaic,0.35,10,1/1/09,ALPSM2P5_ZONE52_2010,31/10/13,Clean Energy Council Website,9,5,"There are 10 solar dishes. Verified from www.solarsystems.com.au website. However, ABC News 25 July 2011 reported that the system was no longer functioning, so unable to confirm current operating status ",,,5/11/12,,<Null>
484,Power Station,Yuendumu Power Station,Renewable,Power and Water Corporation,Power and Water Corporation,,Yuendumu,872,NORTHERN TERRITORY,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.24,10,1/1/09,ALPSM2P5_ZONE52_2010,22/10/13,Clean Energy Council Website,9,5,Verified from Solar Systems website fact sheet; 10x concentrator dish systems,,,1/7/14,,<Null>
485,Power Station,Lajamanu Power Station,Renewable,Power and Water Corporation,Power and Water Corporation,,Lajamanu,852,NORTHERN TERRITORY,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.29,12,1/1/08,ALPSM2P5_ZONE52_2010,19/12/13,Clean Energy Council Website,9,5,Verified from Solar Systems website. It is an integrated diesel/solar power generation system. There are 12x CS500 dishes & the solar farm has a closed loop cooling system that rejects heat into adjacent sewage ponds,,,1/7/14,,<Null>
486,Power Station,Windorah Power Station,Renewable,Ergon Energy,Ergon Energy,Diamantina Developmental Road,Windorah,4481,QUEENSLAND,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.13,5,1/1/10,ALPSM2P5_ZONE54_2010,25/10/13,Clean Energy Council Website,9,5,Verified from Ergon Energy website fact sheet. Concentrated solar dishes x5,,,1/7/14,,<Null>
487,Power Station,DoubleTree by Hilton Hotel Power Station,Renewable,DoubleTree By Hilton Hotel,DoubleTree by Hilton Hotel (was Alice Springs Crowne Plaza),82 Barrett Drive,Alice Springs,870,NORTHERN TERRITORY,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.3,1326,1/1/05,SP5COL2P5_348397s5_180105,24/9/13,Clean Energy Council Website,9,5,"Formerly Crowne Plaza Alice Springs Hotel. Roof mounted flat panel solar PV system (1326 panels), see www.dkasolarcentre.com.au",,,1/7/14,,<Null>
488,Power Station,Alice Springs Airport Power Station,Renewable,Alice Springs Airport,Alice Springs Airport,Santa Teresa Road,Connellan,870,NORTHERN TERRITORY,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.24,28,1/1/05,SP5COL2P5_348397s5_180105,24/9/13,Clean Energy Council Website,9,5,"Location photo on www.alicesolarcity.com.au/sites/default/files/Ingenero pdf document; site confirmed Google Earth image 16 March 2013, see also Alice Springs Airport website ",,,1/7/14,,<Null>
489,Power Station,Uterne Solar Power Station,Renewable,Epuron,Epuron,off Norris Bell Avenue ,Arumbera ,870,NORTHERN TERRITORY,Operational,Solar Photovoltaic,Solar,Photovoltaic,1,3048,1/1/05,SP5COL2P5_348397s5_180105,31/10/13,Alice Solar City Website,9,5,NT Power and Water Corporation News item states that solar panels are SunPower mono-crystalline panels,,,1/7/14,,<Null>
490,Power Station,Hermannsburg Power Station,Renewable,Solar Systems,Solar Systems,,Hermannsburg,872,NORTHERN TERRITORY,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.19,8,1/1/06,06APR25014805-S2AS-005598904060_01_P001,18/10/13,Clean Energy Council Website,,5,,,,1/7/14,,<Null>
491,Power Station,Ballarat Solar Park,Renewable,Central Victoria Solar City Consortium,Central Victoria Solar City Consortium,Airport Access Road,Mitchell Park,3355,VICTORIA,Operational,Solar Photovoltaic,Solar,Photovoltaic,0.3,2000,1/1/03,Glenelg_HopkinsCMA_125cm_2003,26/9/13,Clean Energy Council Website,,5,"Solar Park is at Ballarat Airport, visible Google Earth image 7 November 2011",,,1/7/14,,<Null>
492,Power Station,Liddell Solar Thermal Power Station,Renewable,Macquarie Generation,Macquarie Generation,New England Highway,Liddell,2333,NEW SOUTH WALES,Operational,Solar Thermal,Solar,Thermal,9.3,1000,1/1/02,camberwell.ecw,17/12/13,Clean Energy Council Website,5,5,Macquarie Generation website verifies/updates data; the Solar Thermal Station was built in 2 stages (stage 2 operational 2012). Each solar mirror panel measures 12x2 metres,,,1/7/14,,<Null>
493,Power Station,Greenough River Solar Farm,Renewable,First Solar,Verve Energy/GE Energy Financial Services JV,off Walkaway-Nangetty Road,Walkaway,6528,WESTERN AUSTRALIA,Operational,Solar Photovoltaic,Solar,Photovoltaic,10,,1/1/02,INDARRA_1940_APR_2002_MOSAIC.ECW,8/1/14,Clean Energy Council Website,5,5,"Data verified from Greenough Solar Farm website. There are 150,000 PV modules installed. Expansion from 10MW up to eventual 40MW capacity has been planned",,,1/7/14,,<Null>
494,Power Station,Mumbida Wind Farm,Renewable,Verve Energy Pty Ltd,Verve Energy Pty Ltd,Allanooka Springs Road,Mount Hill,,WESTERN AUSTRALIA,Operational,Wind Turbine,Wind,,55,22,19/2/14,Verve Energy,19/2/14,AEMO_ESOO2011chapter4.pdf,5,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\alinta_wind_farm.jpg,,3/7/14,259761,
